iter	Passed	Remaining
0	371	10784
1	739	10347
2	1108	9978
3	1206	7843
4	1586	7933
5	1942	7770
6	2319	7621
7	2707	7444
8	3089	7208
9	3482	6964
10	3850	6650
11	4213	6320
12	4579	5988
13	4943	5649
14	5315	5315
15	5676	4967
16	5690	4351
17	6050	4033
18	6419	3716
19	6790	3395
20	7153	3065
21	7517	2733
22	7890	2401
23	8262	2065
24	8630	1726
25	9006	1385
26	9380	1042
27	9753	696
28	10117	348
29	10495	0
